subassembly,fabrication_class,part_id,file_name,path,size_bytes,sha256
600,OFF_THE_SHELF,ASV1_600_07X,ASV1_600_07X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_07X.step.STEP,20712,34b55d44a2a491cb5f780bb620803ffcc29cb9638eb0994ec2626ec9aeed723a
600,OFF_THE_SHELF,ASV1_600_11X,ASV1_600_11X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_11X.step.STEP,156236,416d8026b797f9d6d4e8f6239f6e485ddf7b13fa8d4db09d5bc5fcaea3f2019c
600,OFF_THE_SHELF,ASV1_600_15X,ASV1_600_15X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_15X.step.STEP,20706,1b99d115cfeb358432f2e33008c91901010cf55213b5c84768075835d50dae60
600,OFF_THE_SHELF,ASV1_600_16X,ASV1_600_16X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_16X.step.STEP,20705,a489f4473036a1a763ff217c38f217c565e191c486a2c9a1b4ffbd3483789af3
600,OFF_THE_SHELF,ASV1_600_19X,ASV1_600_19X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_19X.step.STEP,633975,b791e55f535f2d7627b9ad53e9b90f24edcf6f1559f24c8d87648837f970ab6e
600,OFF_THE_SHELF,ASV1_600_20X,ASV1_600_20X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_20X.step.STEP,633972,514f996076c6ca8718283678073e1702e051972d4d95c47a13afaed88dcc90bf
600,OFF_THE_SHELF,ASV1_600_21X,ASV1_600_21X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_21X.step.STEP,633979,b5e2024e80062ac018e6568550cddd38582cc9bf8397fc528695eb99d2e04d66
600,OFF_THE_SHELF,ASV1_600_22X,ASV1_600_22X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_22X.step.STEP,633972,b4f955782ee8b036f252e8aadbcf426de196423c1e29381b89de8458ee77729b
600,OFF_THE_SHELF,ASV1_600_27X,ASV1_600_27X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_27X.step.STEP,1445027,b80f08a77cf2a4185695cf20f07517b2ba805d34c324fab6d4988e195564ae90
600,OFF_THE_SHELF,ASV1_600_28X,ASV1_600_28X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_28X.step.STEP,1445050,672384fa6b1526efbca10947516e36837411f91c08124ab7093b64f78ae39535
600,OFF_THE_SHELF,ASV1_600_29X,ASV1_600_29X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_29X.step.STEP,1445087,d81dfa1b99fbac794b319abcba774c13f3a2d4e77b170b28f73bf13959e6a3e6
600,OFF_THE_SHELF,ASV1_600_30X,ASV1_600_30X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_30X.step.STEP,1445027,58890d5a7722e1ac053402d0dfb83c7d8a7e4c8f00da0d24102917a88d7e03db
600,OFF_THE_SHELF,ASV1_600_31X,ASV1_600_31X.step.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_31X.step.STEP,17686,318a685028b82c22296418470883272a8e4caa68f833781161eb908f89b84910
600,OFF_THE_SHELF,ASV1_600_32X,ASV1_600_32X.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_32X.STEP,898603,bef89c3c39e7c699024f176eeb41ed07033563f34b79b61e663156799f957002
600,OFF_THE_SHELF,ASV1_600_33X,ASV1_600_33X.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_33X.STEP,898603,bef89c3c39e7c699024f176eeb41ed07033563f34b79b61e663156799f957002
600,OFF_THE_SHELF,ASV1_600_34X,ASV1_600_34X.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_34X.STEP,1334445,02eac7574fdaa6aed345e2da776648ffca652646b1104a41b6ee20d631d856a3
600,OFF_THE_SHELF,ASV1_600_35X,ASV1_600_35X.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_35X.STEP,1334445,02eac7574fdaa6aed345e2da776648ffca652646b1104a41b6ee20d631d856a3
600,OFF_THE_SHELF,ASV1_600_41X,ASV1_600_41X.STEP,mechanical/ASV1/600/FABRICATION/OFF_THE_SHELF/ASV1_600_41X.STEP,1228146,8aee9880aaa5edac2e7decf264545403f8a50e3db98caa2758b04793fa4dc520
700,SML_316L,ASV1_700_01B,ASV1_700_01B.STEP,mechanical/ASV1/700/FABRICATION/SML_316L/ASV1_700_01B.STEP,251378,7519d14ba4c21b538883fbcff21211b167385923fa3594b1190a31c58307d6c7
700,SML_316L,ASV1_700_02B,ASV1_700_02B.STEP,mechanical/ASV1/700/FABRICATION/SML_316L/ASV1_700_02B.STEP,120258,347e512b59519928186d6b19069b322b857820c93d7a1743d501f883d8f70412
700,MJF_PA12,ASV1_700_03C,ASV1_700_03C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_03C.STEP,4514709,5410ccb613e4dceeb20752fcb18098aeeda8a8a4829528cb3395636fbbed24de
700,MJF_PA12,ASV1_700_04C,ASV1_700_04C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_04C.STEP,3319434,e837d1a57a66cf9c6ad65f8a585608bc8c5c53b420c3a44cb14739e997b21f25
700,MJF_PA12,ASV1_700_05C,ASV1_700_05C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_05C.STEP,274633,1b6650e6dd9a15e36331a3d450422ba91088302f2cf0e250ff807dde11680560
700,MJF_PA12,ASV1_700_06C,ASV1_700_06C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_06C.STEP,1521813,2a9301ba39e047c7d6cf2fbec9fa233ecea324f6ae8ceacbf4555fab7e74edb8
700,MJF_PA12,ASV1_700_07C,ASV1_700_07C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_07C.STEP,1519743,33d024c6e1780aad736b789165bc86a0205a8b605e3b7ea80d429adf9f6952b4
700,MJF_PA12,ASV1_700_11C,ASV1_700_11C.STEP,mechanical/ASV1/700/FABRICATION/MJF_PA12/ASV1_700_11C.STEP,42891,7967bcb51f38e79f9537b2cc98c7a15280235643cd236731558ee3bb2dcb63bf
700,OFF_THE_SHELF,ASV1_700_08X,ASV1_700_08X.STEP,mechanical/ASV1/700/FABRICATION/OFF_THE_SHELF/ASV1_700_08X.STEP,1139378,029b1e0c8c28c755db7b3e3d591cafad7108dd00d0d7fbb9a899880e011aa4a9
700,OFF_THE_SHELF,ASV1_700_09X,ASV1_700_09X.STEP,mechanical/ASV1/700/FABRICATION/OFF_THE_SHELF/ASV1_700_09X.STEP,40626678,2ea9c132c15b9beb051fa262fe1040288f82ae30eb56d0d114dad4c5878a2f88
700,OFF_THE_SHELF,ASV1_700_10X,ASV1_700_10X.STEP,mechanical/ASV1/700/FABRICATION/OFF_THE_SHELF/ASV1_700_10X.STEP,3984287,8063e55b1367dd94ba17995630d89a3347f69639341f2b6ce563fccea934d2c7
700,OFF_THE_SHELF,ASV1_700_12X,ASV1_700_12X.STEP,mechanical/ASV1/700/FABRICATION/OFF_THE_SHELF/ASV1_700_12X.STEP,561735,d01d2551fb54e02e5249f20144c28e159441bed57ffa2eac510a24f54c7b5cfd
700,OFF_THE_SHELF,ASV1_700_13X,ASV1_700_13X.STEP,mechanical/ASV1/700/FABRICATION/OFF_THE_SHELF/ASV1_700_13X.STEP,23056,4749c76a422d5fda241443ae35fc46c91cda57d518a1c6f7fcb76310fb6367bf
